filename,ind1,ind2,ind3,ind4
data201.txt,,20,,
data202.txt,,20,,
data206.txt,,75,,
data208.txt,,85,,
data211.txt,,85,,
data217.txt,,20,,
data218.txt,,30,,
data220.txt,,20,,
data226.txt,,20,,
data230.txt,,45,,
data232.txt,,30,,
data233.txt,,85,,
data234.txt,,20,,
data237.txt,,75,,
data239.txt,,70,,
data240.txt,,85,,
data244.txt,,85,,
data246.txt,,30,,
data249.txt,,30,,
data250.txt,,75,,
data251.txt,,30,,
data252.txt,,20,,
data255.txt,,30,,
data259.txt,,85,,
data261.txt,,30,,
data265.txt,,30,,
data266.txt,,85,,
data270.txt,,85,,
data272.txt,,30,,
data275.txt,,20,,
data276.txt,,85,,
data277.txt,,20,,
data279.txt,,30,,
data284.txt,,65,,
data285.txt,,20,,
data286.txt,,75,,
data289.txt,,30,,
data297.txt,,30,,
data302.txt,,20,,
data305.txt,,20,,
data306.txt,,30,,
data307.txt,,20,,
data313.txt,,75,,
data318.txt,,20,,
data322.txt,,10,,
data323.txt,,20,,
data324.txt,,30,,
data326.txt,,20,,
data327.txt,,30,,
data328.txt,,20,,
data331.txt,,30,,
data333.txt,,75,,
data336.txt,,45,,
data337.txt,,10,,
data340.txt,,30,,
data341.txt,,30,,
data343.txt,,65,,
data345.txt,,30,,
data347.txt,,20,,
data348.txt,,20,,
data353.txt,,20,,
data354.txt,,30,,
data357.txt,,30,,
data363.txt,,30,,
data364.txt,,30,,
data373.txt,,85,,
data374.txt,,30,,
data375.txt,,30,,
data376.txt,,20,,
data378.txt,,30,,
data379.txt,,65,,
data382.txt,,85,,
data383.txt,,10,,
data390.txt,,20,,
data394.txt,,30,,
data395.txt,,45,,
data397.txt,,30,,
data398.txt,,75,,
data502.txt,,75,,
data503.txt,,30,,
data504.txt,,30,,
data505.txt,,20,,
data508.txt,,20,,
data510.txt,,30,,
data511.txt,,30,,
data512.txt,,30,,
data514.txt,,20,,
data516.txt,,20,,
data517.txt,,20,,
data521.txt,,30,,
data524.txt,,30,,
data525.txt,,30,,
data530.txt,,20,,
data532.txt,,85,,
data533.txt,,20,,
data534.txt,,85,,
data537.txt,,70,,
data540.txt,,30,,
data543.txt,,30,,
data544.txt,,70,,
data546.txt,,70,,
data548.txt,,65,,
data551.txt,,20,,
data556.txt,,20,,
data561.txt,,75,,
data562.txt,,15,,
data563.txt,,30,,
data564.txt,,20,,
data565.txt,,85,,
data566.txt,,30,,
data567.txt,,30,,
data568.txt,,85,,
data570.txt,,85,,
data575.txt,,30,,
data578.txt,,30,,
data581.txt,,30,,
data587.txt,,75,,
data592.txt,,20,,
data595.txt,,30,,
data596.txt,,20,,
