filename,ind1,ind2,ind3,ind4
data200.txt,30,,,
data205.txt,70,,,
data207.txt,85,,,
data210.txt,20,,,
data213.txt,70,,,
data214.txt,65,,,
data216.txt,20,,,
data218.txt,30,,,
data221.txt,20,,,
data223.txt,20,,,
data224.txt,20,,,
data225.txt,30,,,
data226.txt,20,,,
data227.txt,20,,,
data228.txt,75,,,
data229.txt,30,,,
data231.txt,20,,,
data236.txt,85,,,
data238.txt,75,,,
data241.txt,30,,,
data242.txt,85,,,
data244.txt,20,,,
data246.txt,30,,,
data249.txt,20,,,
data250.txt,20,,,
data254.txt,10,,,
data257.txt,30,,,
data260.txt,30,,,
data261.txt,85,,,
data262.txt,20,,,
data263.txt,30,,,
data265.txt,30,,,
data269.txt,20,,,
data270.txt,20,,,
data275.txt,20,,,
data277.txt,75,,,
data282.txt,30,,,
data286.txt,30,,,
data292.txt,30,,,
data294.txt,20,,,
data296.txt,85,,,
data300.txt,20,,,
data302.txt,30,,,
data310.txt,30,,,
data311.txt,20,,,
data317.txt,30,,,
data319.txt,30,,,
data321.txt,30,,,
data324.txt,85,,,
data325.txt,20,,,
data328.txt,45,,,
data332.txt,20,,,
data333.txt,30,,,
data341.txt,75,,,
data342.txt,30,,,
data343.txt,20,,,
data344.txt,20,,,
data349.txt,75,,,
data350.txt,30,,,
data351.txt,30,,,
data355.txt,45,,,
data356.txt,75,,,
data357.txt,30,,,
data359.txt,85,,,
data361.txt,10,,,
data364.txt,30,,,
data367.txt,30,,,
data370.txt,30,,,
data371.txt,70,,,
data374.txt,75,,,
data375.txt,65,,,
data376.txt,75,,,
data378.txt,30,,,
data379.txt,85,,,
data380.txt,45,,,
data381.txt,20,,,
data382.txt,70,,,
data384.txt,70,,,
data386.txt,30,,,
data389.txt,30,,,
data396.txt,85,,,
data501.txt,30,,,
data503.txt,75,,,
data509.txt,70,,,
data511.txt,30,,,
data517.txt,75,,,
data519.txt,20,,,
data523.txt,75,,,
data529.txt,70,,,
data530.txt,30,,,
data531.txt,20,,,
data534.txt,20,,,
data536.txt,30,,,
data541.txt,30,,,
data543.txt,20,,,
data545.txt,75,,,
data546.txt,45,,,
data547.txt,20,,,
data549.txt,75,,,
data551.txt,85,,,
data552.txt,30,,,
data559.txt,20,,,
data562.txt,30,,,
data563.txt,20,,,
data564.txt,45,,,
data565.txt,70,,,
data566.txt,85,,,
data568.txt,20,,,
data570.txt,20,,,
data571.txt,30,,,
data572.txt,70,,,
data573.txt,20,,,
data574.txt,30,,,
data576.txt,20,,,
data577.txt,10,,,
data580.txt,75,,,
data581.txt,85,,,
data584.txt,30,,,
data585.txt,30,,,
data590.txt,30,,,
data593.txt,10,,,
data595.txt,20,,,
data597.txt,30,,,
data598.txt,30,,,
data599.txt,75,,,
