filename,ind1,ind2,ind3,ind4
data204.txt,,,,65
data207.txt,,,,10
data209.txt,,,,20
data211.txt,,,,20
data212.txt,,,,45
data213.txt,,,,20
data218.txt,,,,30
data219.txt,,,,20
data220.txt,,,,30
data221.txt,,,,75
data223.txt,,,,30
data226.txt,,,,30
data230.txt,,,,20
data236.txt,,,,30
data239.txt,,,,30
data242.txt,,,,30
data245.txt,,,,45
data252.txt,,,,20
data253.txt,,,,20
data254.txt,,,,85
data262.txt,,,,30
data263.txt,,,,85
data265.txt,,,,30
data267.txt,,,,75
data272.txt,,,,45
data273.txt,,,,30
data274.txt,,,,30
data276.txt,,,,45
data277.txt,,,,85
data278.txt,,,,85
data280.txt,,,,20
data281.txt,,,,20
data283.txt,,,,20
data284.txt,,,,20
data286.txt,,,,20
data287.txt,,,,30
data288.txt,,,,30
data290.txt,,,,30
data292.txt,,,,70
data295.txt,,,,30
data297.txt,,,,20
data298.txt,,,,20
data303.txt,,,,85
data308.txt,,,,20
data309.txt,,,,30
data312.txt,,,,30
data314.txt,,,,30
data317.txt,,,,20
data318.txt,,,,30
data320.txt,,,,30
data322.txt,,,,30
data323.txt,,,,75
data325.txt,,,,20
data326.txt,,,,20
data329.txt,,,,30
data331.txt,,,,75
data333.txt,,,,20
data335.txt,,,,20
data336.txt,,,,75
data338.txt,,,,30
data347.txt,,,,70
data348.txt,,,,20
data349.txt,,,,30
data350.txt,,,,10
data353.txt,,,,30
data361.txt,,,,75
data366.txt,,,,30
data367.txt,,,,20
data369.txt,,,,30
data371.txt,,,,20
data374.txt,,,,85
data376.txt,,,,75
data378.txt,,,,20
data383.txt,,,,75
data385.txt,,,,30
data389.txt,,,,65
data391.txt,,,,20
data392.txt,,,,30
data394.txt,,,,20
data397.txt,,,,30
data503.txt,,,,30
data504.txt,,,,45
data505.txt,,,,20
data506.txt,,,,30
data507.txt,,,,30
data509.txt,,,,95
data510.txt,,,,45
data513.txt,,,,85
data516.txt,,,,30
data520.txt,,,,20
data526.txt,,,,75
data534.txt,,,,75
data535.txt,,,,30
data536.txt,,,,65
data537.txt,,,,30
data540.txt,,,,30
data542.txt,,,,30
data545.txt,,,,20
data546.txt,,,,20
data547.txt,,,,20
data548.txt,,,,85
data549.txt,,,,20
data559.txt,,,,30
data564.txt,,,,75
data566.txt,,,,85
data567.txt,,,,85
data572.txt,,,,20
data573.txt,,,,30
data576.txt,,,,20
data577.txt,,,,20
data579.txt,,,,20
data580.txt,,,,20
data583.txt,,,,75
data585.txt,,,,75
data586.txt,,,,30
data590.txt,,,,45
data594.txt,,,,75
data597.txt,,,,75
