filename,ind1,ind2,ind3,ind4
data200.txt,30,,,
data201.txt,,75,85,
data202.txt,,70,85,
data204.txt,,,85,85
data205.txt,85,,85,
data206.txt,,85,85,
data207.txt,85,,75,75
data208.txt,,85,,
data209.txt,,,30,20
data210.txt,75,,,
data211.txt,,85,85,85
data212.txt,,,,85
data213.txt,75,,75,85
data214.txt,30,,,
data215.txt,,,85,
data216.txt,85,,,
data217.txt,,85,75,
data218.txt,75,75,,85
data219.txt,,,30,75
data220.txt,,75,85,85
data221.txt,75,,,60
data223.txt,85,,85,30
data224.txt,85,,85,
data225.txt,75,,,
data226.txt,85,85,85,85
data227.txt,75,,85,
data228.txt,85,,60,
data229.txt,85,,,
data230.txt,,85,,85
data231.txt,85,,,
data232.txt,,75,75,
data233.txt,,75,,
data234.txt,,65,75,
data236.txt,75,,85,85
data237.txt,,75,85,
data238.txt,85,,,
data239.txt,,95,75,85
data240.txt,,85,,
data241.txt,30,,85,
data242.txt,85,,85,85
data243.txt,,,85,
data244.txt,75,85,85,
data245.txt,,,,85
data246.txt,75,85,,
data247.txt,,,85,
data248.txt,,,70,
data249.txt,85,85,,
data250.txt,85,75,,
data251.txt,,85,85,
data252.txt,,30,,30
data253.txt,,,,45
data254.txt,85,,,85
data255.txt,,85,85,
data256.txt,,,75,
data257.txt,85,,,
data259.txt,,85,,
data260.txt,85,,,
data261.txt,85,85,,
data262.txt,85,,,85
data263.txt,85,,85,85
data265.txt,20,85,85,75
data266.txt,,85,,
data267.txt,,,,75
data269.txt,75,,75,
data270.txt,75,85,75,
data271.txt,,,85,
data272.txt,,85,75,85
data273.txt,,,,75
data274.txt,,,85,85
data275.txt,85,85,75,
data276.txt,,85,,85
data277.txt,85,85,85,75
data278.txt,,,75,85
data279.txt,,85,85,
data280.txt,,,,85
data281.txt,,,85,75
data282.txt,75,,,
data283.txt,,,,75
data284.txt,,85,,85
data285.txt,,85,85,
data286.txt,85,85,,75
data287.txt,,,85,75
data288.txt,,,,65
data289.txt,,85,,
data290.txt,,,75,85
data292.txt,85,,,85
data294.txt,75,,85,
data295.txt,,,,85
data296.txt,85,,,
data297.txt,,75,,20
data298.txt,,,,85
data300.txt,85,,,
data302.txt,85,85,,
data303.txt,,,85,85
data304.txt,,,85,
data305.txt,,85,85,
data306.txt,,85,85,
data307.txt,,30,,
data308.txt,,,85,60
data309.txt,,,,85
data310.txt,85,,75,
data311.txt,70,,85,
data312.txt,,,85,85
data313.txt,,65,,
data314.txt,,,,75
data315.txt,,,85,
data317.txt,85,,75,85
data318.txt,,45,,85
data319.txt,85,,85,
data320.txt,,,85,75
data321.txt,,,,
data322.txt,,,,
data323.txt,,,,
data324.txt,,,,
data325.txt,,,,
data326.txt,,,,
data327.txt,,,,
data328.txt,,,,
data329.txt,,,,
data331.txt,,,,
data332.txt,,,,
data333.txt,,,,
data335.txt,,,,
data336.txt,,,,
data337.txt,,,,
data338.txt,,,,
data340.txt,,,,
data341.txt,,,,
data342.txt,,,,
data343.txt,,,,
data344.txt,,,,
data345.txt,,,,
data347.txt,,,,
data348.txt,,,,
data349.txt,,,,
data350.txt,,,,
data351.txt,,,,
data353.txt,,,,
data354.txt,,,,
data355.txt,,,,
data356.txt,,,,
data357.txt,,,,
data359.txt,,,,
data361.txt,,,,
data362.txt,,,,
data363.txt,,,,
data364.txt,,,,
data366.txt,,,,
data367.txt,,,,
data368.txt,,,,
data369.txt,,,,
data370.txt,,,,
data371.txt,,,,
data372.txt,,,,
data373.txt,,,,
data374.txt,,,,
data375.txt,,,,
data376.txt,,,,
data377.txt,,,,
data378.txt,,,,
data379.txt,,,,
data380.txt,,,,
