filename,ind1,ind2,ind3,ind4,combined
data0.txt,10,10,10,10,0
data1.txt,10,10,10,10,0
data2.txt,10,10,10,10,0
data3.txt,10,10,10,10,10
data4.txt,10,10,10,10,10
data5.txt,10,10,10,10,10
data6.txt,10,10,10,10,0
data7.txt,10,10,10,10,10
data8.txt,10,10,10,10,0
data9.txt,10,10,10,10,10
data10.txt,10,10,10,10,0
data11.txt,10,10,10,10,10
data12.txt,10,10,10,10,10
data13.txt,10,10,10,10,10
data14.txt,10,10,10,10,0
data15.txt,10,10,10,10,10
data16.txt,10,10,10,10,10
data17.txt,10,10,10,10,0
data18.txt,10,10,10,10,0
data19.txt,10,10,10,10,0
data20.txt,10,10,10,10,0
data21.txt,10,10,10,10,10
data22.txt,10,10,10,10,0
data23.txt,10,10,10,10,0
data24.txt,10,10,10,10,0
data25.txt,10,10,10,10,0
data26.txt,10,10,10,10,10
data27.txt,10,10,10,10,0
data28.txt,10,10,10,10,0
data29.txt,10,10,10,10,10
data30.txt,10,10,10,10,0
data31.txt,10,10,10,10,10
data32.txt,10,10,10,10,10
data33.txt,10,10,10,10,10
data34.txt,10,10,10,10,0
data35.txt,10,10,10,10,10
data36.txt,10,10,0,10,0
data37.txt,10,10,10,10,0
data38.txt,10,10,10,10,0
data39.txt,10,10,10,10,0
data40.txt,10,10,10,10,10
data41.txt,10,10,10,10,0
data42.txt,10,10,10,10,0
data43.txt,10,10,10,10,10
data44.txt,10,10,10,10,0
data45.txt,10,10,10,10,10
data46.txt,10,10,10,10,10
data47.txt,10,10,10,10,0
data48.txt,10,0,10,10,10
data49.txt,10,10,10,10,0
data50.txt,10,10,10,10,0
data51.txt,10,10,10,10,10
data52.txt,10,10,10,10,10
data53.txt,10,10,10,10,0
data54.txt,10,10,10,10,0
data55.txt,10,10,10,10,0
data56.txt,0,10,10,10,10
data57.txt,10,10,10,10,0
data58.txt,10,10,10,10,0
data59.txt,10,10,10,10,0
data60.txt,10,10,10,10,0
data61.txt,10,10,10,10,10
data62.txt,10,10,10,10,0
data63.txt,10,10,10,10,10
data64.txt,10,10,10,10,10
data65.txt,10,10,10,10,0
data66.txt,10,10,10,10,0
data67.txt,10,10,10,10,10
data68.txt,10,10,10,10,0
data69.txt,10,10,10,10,10
data70.txt,10,10,10,10,10
data71.txt,10,10,10,10,0
data72.txt,10,10,10,10,10
data73.txt,10,10,10,10,0
data74.txt,10,10,10,10,0
data75.txt,10,10,10,10,10
data76.txt,10,10,10,10,10
data77.txt,10,10,10,10,10
data78.txt,10,10,10,10,10
data79.txt,10,10,10,10,10
data80.txt,10,10,10,10,10
data81.txt,10,10,10,10,0
data82.txt,10,10,10,10,0
data83.txt,10,10,10,10,10
data84.txt,10,10,10,10,0
data85.txt,10,10,10,10,10
data86.txt,10,10,10,10,10
data87.txt,10,10,10,10,10
data88.txt,10,10,10,10,10
data89.txt,10,10,10,10,10
data90.txt,10,10,10,10,10
data91.txt,10,10,10,10,0
data92.txt,10,10,10,10,0
data93.txt,10,10,10,10,10
data94.txt,10,10,10,10,0
data95.txt,10,10,10,10,0
data96.txt,10,10,10,10,0
data97.txt,10,10,10,10,10
data98.txt,10,10,10,10,10
data99.txt,10,10,10,10,0
